cpg_id,beta_value
cg21550372,0.85
cg21550442,0.89
cg21550483,0.73
cg21550504,0.82
cg21550580,0.62
cg21550585,0.93
cg21550785,0.76
cg21550804,0.24
cg21551132,0.02
cg21551182,0.84
cg21551185,0.07
cg21551549,0.4
cg21551646,0.15
cg21551680,0.82
cg21551704,0.96
cg21551725,0.03
cg21551979,0.95
cg21551985,0.82
cg21552001,0.98
cg21552014,0.77
cg21552029,0.1
cg21552063,0.86
cg21552081,0.76
cg21552242,0.26
cg21552290,0.87
cg21552292,0.84
cg21552300,0.9
cg21552528,0.01
cg21552709,0.02
cg21552867,0.07
cg21552947,0.09
cg21553145,0.41
cg21553154,0.06
cg21553182,0.16
cg21553199,0.87
cg21553216,0.84
cg21553389,0.09
cg21553524,0.01
cg21553596,0.09
cg21553656,0.89
cg21553700,0.99
cg21553893,0.01
cg21553980,0.89
cg21554013,0.08
cg21554034,0.9
cg21554109,0.08
cg21554217,0.21
cg21554233,0.77
cg21554249,0.07
cg21554501,0.01
cg21554552,0.04
cg21554569,0.85
cg21554588,0.81
cg21554616,0.79
cg21554670,0.69
cg21554723,0.53
cg21554771,0.93
cg21554861,0.24
cg21554895,0.71
cg21555085,0.94
cg21555099,0.94
cg21555123,0.91
cg21555177,0.31
cg21555271,0.87
cg21555346,0.91
cg21555400,0.9
cg21555471,0.99
cg21555696,0.73
cg21555796,0.02
cg21555877,0.95
cg21556039,0.94
cg21556191,0.09
cg21556223,0.87
cg21556309,0.02
cg21556389,0.12
cg21556527,0.89
cg21556683,0.91
cg21556904,0.85
cg21557030,0.07
cg21557108,0.27
cg21557146,0.55
cg21557159,0.9
cg21557180,0.16
cg21557407,0.09
cg21557473,0.11
cg21557724,0.94
cg21557875,0.75
cg21557914,0.01
cg21558053,0.93
cg21558068,0.28
cg21558268,0.01
cg21558323,0.01
cg21558341,0.53
cg21558409,0.08
cg21558508,0.01
cg21558545,0.12
cg21558752,0.89
cg21558893,0.89
cg21558912,0.15
cg21559049,0.94
cg21559155,0.06
cg21559386,0.76
cg21559452,0.88
cg21559677,0.76
cg21559747,0.91
cg21559783,0.08
cg21559943,0.91
cg21560076,0.89
cg21560142,0.11
cg21560157,0.98
cg21560241,0.88
cg21560354,0.94
cg21560526,0.85
cg21560570,0.07
cg21560819,0.99
cg21560830,0.65
cg21561124,0.84
cg21561142,0.12
cg21561157,0.44
cg21561492,0.69
cg21561537,0.02
cg21561596,0.03
cg21561701,0.98
cg21561712,0.73
cg21561953,0.73
cg21561970,0.05
cg21561989,0.88
cg21562071,0.15
cg21562321,0.91
cg21562656,0.75
cg21562740,0.89
cg21562750,0.91
cg21562801,0.88
cg21562809,0.92
cg21563049,0.92
cg21563078,0.07
cg21563192,0.94
cg21563219,0.8
cg21563471,0.51
cg21563597,0.01
cg21563683,0.21
cg21563737,0.81
cg21563912,0.92
cg21563960,0.33
cg21564128,0.76
cg21564235,0.01
cg21564242,0.14
cg21564495,0.5
cg21564514,0.9
cg21564527,0.05
cg21564660,0.01
cg21564728,0.06
cg21564965,0.99
cg21565017,0.94
cg21565130,0.03
cg21565150,0.06
cg21565196,0.72
cg21565309,0.08
cg21565353,0.02
cg21565415,0.81
cg21565421,0.51
cg21565496,0.84
cg21565543,0.77
cg21565550,0.01
cg21565575,0.47
cg21565627,0.12
cg21565823,0.27
cg21565914,0.67
cg21565937,0.79
cg21565960,0.09
cg21565972,0.91
cg21566086,0.88
cg21566278,0.94
cg21566348,0.07
cg21566416,0.91
cg21566433,0.08
cg21566513,0.99
cg21566548,0.06
cg21566550,0.04
cg21566635,0.96
cg21566642,0.56
cg21566689,0.08
cg21566771,0.68
cg21566780,0.01
cg21566860,0.93
cg21567022,0.85
cg21567066,0.03
cg21567332,0.88
cg21567371,0.88
cg21567504,0.11
cg21567649,0.47
cg21567958,0.89
cg21568081,0.04
cg21568106,0.02
cg21568141,0.9
cg21568145,0.35
cg21568206,0.95
cg21568286,0.01
cg21568317,0.06
cg21568368,0.4
cg21568453,0.96
cg21568731,0.01
cg21568910,0.92
cg21569006,0.1
cg21569090,0.02
cg21569150,0.92
cg21569394,0.11
cg21569398,0.79
cg21569635,0.15
cg21569714,0.96
cg21569844,0.14
cg21569892,0.96
cg21570020,0.94
cg21570130,0.03
cg21570168,0.07
cg21570220,0.04
cg21570468,0.09
cg21570528,0.01
cg21570608,0.95
cg21570702,0.39
cg21570709,0.3
cg21570811,0.89
cg21570818,0.91
cg21570843,0.89
cg21570866,0.08
cg21570988,0.2
cg21571060,0.79
cg21571135,0.93
cg21571160,0.81
cg21571162,0.7
cg21571339,0.1
cg21571423,0.88
cg21571466,0.12
cg21571658,0.05
cg21571665,0.13
cg21571793,0.86
cg21571937,0.09
cg21572000,0.94
cg21572210,0.01
cg21572316,0.08
cg21572599,0.93
cg21572621,0.12
cg21572688,0.92
cg21572719,0.85
cg21572722,0.43
cg21572731,0.37
cg21572897,0.85
cg21572914,0.96
cg21573047,0.05
cg21573135,0.89
cg21573200,0.09
cg21573263,0.8
cg21573345,0.95
cg21573359,0.98
cg21573476,0.96
cg21573582,0.01
cg21573601,0.08
cg21573611,0.08
cg21573651,0.86
cg21573692,0.02
cg21573745,0.87
cg21573765,0.08
cg21573793,0.06
cg21573796,0.9
cg21573880,0.09
cg21573911,0.72
cg21573947,0.95
cg21574064,0.89
cg21574186,0.91
cg21574204,0.02
cg21574271,0.34
cg21574293,0.1
cg21574349,0.02
cg21574400,0.1
cg21574404,0.01
cg21574429,0.02
cg21574435,0.16
cg21574531,0.01
cg21574675,0.16
cg21574681,0.93
cg21574752,0.1
cg21574815,0.08
cg21574853,0.72
cg21574855,0.84
cg21575005,0.93
cg21575078,0.01
cg21575187,0.09
cg21575198,0.07
cg21575283,0.01
cg21575295,0.16
cg21575308,0.45
cg21575465,0.93
cg21575509,0.06
cg21575634,0.95
cg21575667,0.94
cg21575706,0.9
cg21575861,0.01
cg21575929,0.83
cg21575951,0.94
cg21576107,0.94
cg21576154,0.25
cg21576525,0.91
cg21576590,0.97
cg21576698,0.02
cg21576728,0.43
cg21576809,0.94
cg21576904,0.99
cg21577007,0.97
cg21577049,0.11
cg21577121,0.08
cg21577233,0.18
cg21577356,0.82
cg21577365,0.8
cg21577406,0.92
cg21577472,0.03
cg21577547,0.06
cg21577598,0.62
cg21577626,0.84
cg21577651,0.01
cg21577705,0.01
cg21577889,0.29
cg21578050,0.92
cg21578086,0.9
cg21578090,0.07
cg21578207,0.29
cg21578322,0.02
cg21578330,0.37
cg21578351,0.72
cg21578397,0.88
cg21578457,0.89
cg21578541,0.28
cg21578543,0.93
cg21578596,0.39
cg21578640,0.05
cg21578869,0.94
cg21578906,0.88
cg21578921,0.85
cg21578987,0.97
cg21579107,0.71
cg21579147,0.25
cg21579197,0.94
cg21579209,0.38
cg21579239,0.65
cg21579274,0.12
cg21579294,0.7
cg21579539,0.57
cg21579666,0.9
cg21579710,0.85
cg21579726,0.69
cg21579828,0.02
cg21579975,0.75
cg21579982,0.95
cg21580007,0.83
cg21580016,0.83
cg21580089,0.91
cg21580173,0.1
cg21580213,0.95
cg21580220,0.96
cg21580350,0.11
cg21580394,0.85
cg21580421,0.78
cg21580428,0.2
cg21580456,0.86
cg21580588,0.99
cg21580746,0.92
cg21580846,0.34
cg21580998,0.09
cg21581038,0.07
cg21581129,0.03
cg21581267,0.55
cg21581283,0.99
cg21581415,0.61
cg21581504,0.74
cg21581745,0.27
cg21581821,0.11
cg21581873,0.2
cg21582112,0.57
cg21582163,0.1
cg21582253,0.8
cg21582311,0.91
cg21582325,0.19
cg21582373,0.36
cg21582489,0.96
cg21582570,0.01
cg21582582,0.03
cg21582611,0.68
cg21582714,0.1
cg21582758,0.93
cg21582785,0.91
cg21582831,0.11
cg21582973,0.89
cg21583086,0.94
cg21583155,0.96
cg21583160,0.06
cg21583226,0.02
cg21583412,0.17
cg21583440,0.36
cg21583565,0.01
cg21583694,0.93
cg21583723,0.25
cg21583821,0.87
cg21583850,0.02
cg21583957,0.85
cg21584052,0.97
cg21584251,0.68
cg21584400,0.07
cg21584422,0.06
cg21584430,0.83
cg21584461,0.81
cg21584518,0.89
cg21584627,0.91
cg21584691,0.92
cg21584710,0.74
cg21584831,0.94
cg21584883,0.14
cg21584979,0.92
cg21584983,0.07
cg21585045,0.88
cg21585100,0.95
cg21585162,0.39
cg21585306,0.79
cg21585409,0.81
cg21585438,0.12
cg21585512,0.44
cg21585640,0.99
cg21585707,0.93
cg21585733,0.11
cg21585977,0.92
cg21586107,0.1
cg21586152,0.35
cg21586203,0.35
cg21586223,0.39
cg21586412,0.08
cg21586453,0.9
cg21586613,0.93
cg21586865,0.08
cg21586955,0.01
cg21587006,0.94
cg21587066,0.19
cg21587211,0.89
cg21587238,0.71
cg21587319,0.91
cg21587372,0.38
cg21587375,0.74
cg21587412,0.01
cg21587460,0.09
cg21587469,0.66
cg21587472,0.94
cg21587637,0.01
cg21587837,0.5
cg21587861,0.14
cg21588305,0.73
cg21588307,0.02
cg21588562,0.97
cg21588594,0.08
cg21588998,0.02
cg21589115,0.18
cg21589191,0.01
cg21589273,0.07
cg21589280,0.11
cg21589858,0.89
cg21589954,0.91
cg21590021,0.1
cg21590108,0.68
cg21590238,0.88
cg21590264,0.15
cg21590311,0.08
cg21590616,0.02
cg21590729,0.92
cg21590753,0.91
cg21590827,0.95
cg21590967,0.06
cg21591452,0.88
cg21591693,0.93
cg21591742,0.23
cg21591754,0.84
cg21591776,0.22
cg21591820,0.01
cg21591848,0.02
cg21591938,0.84
cg21592001,0.09
cg21592003,0.92
cg21592158,0.78
cg21592262,0.32
cg21592293,0.02
cg21592438,0.92
cg21592463,0.87
cg21592521,0.9
cg21592690,0.9
cg21592827,0.02
cg21592954,0.41
cg21593001,0.39
cg21593015,0.84
cg21593030,0.08
cg21593148,0.88
cg21593149,0.87
cg21593211,0.92
cg21593231,0.99
cg21593345,0.79
cg21593409,0.5
cg21593513,0.11
cg21593554,0.84
cg21593606,0.92
cg21593669,0.7
cg21593670,0.01
cg21593676,0.35
cg21593835,0.49
cg21593860,0.06
cg21593899,0.78
cg21593923,0.88
cg21593941,0.08
cg21593952,0.89
cg21594043,0.41
cg21594278,0.37
cg21594297,0.98
cg21594304,0.95
cg21594328,0.95
cg21594383,0.89
cg21594400,0.91
cg21594558,0.08
cg21594567,0.04
cg21594646,0.02
cg21594702,0.38
cg21594839,0.86
cg21594961,0.46
cg21595053,0.94
cg21595092,0.7
cg21595175,0.01
cg21595233,0.89
cg21595409,0.83
cg21595503,0.06
cg21595526,0.01
cg21595543,0.06
cg21595549,0.92
cg21595709,0.19
cg21595737,0.06
cg21596290,0.84
cg21596313,0.06
cg21596317,0.1
cg21596498,0.91
cg21596530,0.78
cg21596742,0.91
cg21596825,0.92
cg21596858,0.88
cg21596862,0.78
cg21597025,0.85
cg21597152,0.85
cg21597209,0.02
cg21597595,0.04
cg21597596,0.07
cg21597649,0.04
cg21597684,0.09
cg21597692,0.83
cg21597754,0.84
cg21598047,0.71
cg21598117,0.96
cg21598294,0.94
cg21598343,0.48
cg21598489,0.94
cg21598490,0.01
cg21598517,0.07
cg21599081,0.81
cg21599089,0.01
cg21599230,0.03
cg21599324,0.54
cg21599336,0.65
cg21599499,0.11
cg21599748,0.88
cg21599792,0.07
cg21599798,0.07
cg21599869,0.16
cg21600027,0.95
cg21600258,0.18
cg21600346,0.88
cg21600380,0.8
cg21600537,0.04
cg21600563,0.01
cg21600781,0.93
cg21600850,0.09
cg21600878,0.84
cg21600908,0.74
cg21600965,0.01
cg21601032,0.9
cg21601059,0.07
cg21601405,0.18
cg21601498,0.14
cg21601585,0.12
cg21601837,0.28
cg21601845,0.87
cg21601852,0.94
cg21601919,0.05
cg21602160,0.57
cg21602179,0.01
cg21602257,0.48
cg21602363,0.12
cg21602506,0.92
cg21602518,0.93
cg21602520,0.43
cg21602557,0.05
cg21602614,0.25
cg21602842,0.87
cg21602882,0.96
cg21602955,0.04
cg21603006,0.94
cg21603144,0.41
cg21603275,0.91
cg21603537,0.94
cg21603615,0.14
cg21603679,0.92
cg21603744,0.11
cg21603806,0.27
cg21603823,0.12
cg21603891,0.16
cg21603914,0.15
cg21604042,0.26
cg21604136,0.37
cg21604244,0.92
cg21604320,0.04
cg21604325,0.86
cg21604357,0.93
cg21604358,0.13
cg21604450,0.13
cg21604496,0.9
cg21604516,0.28
cg21604611,0.96
cg21604660,0.03
cg21604741,0.48
cg21604803,0.09
cg21604856,0.69
cg21604970,0.95
cg21605021,0.06
cg21605022,0.06
cg21605068,0.93
cg21605238,0.9
cg21605283,0.39
cg21605333,0.02
cg21605366,0.95
cg21605369,0.78
cg21605452,0.09
cg21605540,0.88
cg21605566,0.06
cg21605772,0.79
cg21605904,0.9
cg21605986,0.08
cg21606036,0.73
cg21606042,0.77
cg21606115,0.08
cg21606237,0.05
cg21606329,0.02
cg21606395,0.94
cg21606405,0.91
cg21606447,0.01
cg21606490,0.35
cg21606527,0.92
cg21606696,0.86
cg21606777,0.09
cg21606780,0.06
cg21606915,0.09
cg21606923,0.05
cg21606956,0.79
cg21607030,0.1
cg21607066,0.15
cg21607076,0.03
cg21607137,0.95
cg21607172,0.3
cg21607236,0.82
cg21607248,0.28
cg21607453,0.12
cg21607649,0.72
cg21607669,0.02
cg21607700,0.96
cg21607848,0.87
cg21608116,0.14
cg21608192,0.09
cg21608195,0.13
cg21608489,0.07
cg21608500,0.96
cg21608519,0.25
cg21608600,0.15
cg21608605,0.12
cg21609024,0.85
cg21609087,0.85
cg21609106,0.1
cg21609339,0.19
cg21609430,0.02
cg21609584,0.84
cg21609624,0.83
cg21609640,0.14
cg21609684,0.09
cg21609804,0.9
cg21609808,0.9
cg21609826,0.12
cg21609975,0.93
cg21610069,0.93
cg21610090,0.27
cg21610192,0.06
cg21610297,0.89
cg21610368,0.05
cg21610436,0.9
cg21610439,0.89
cg21610836,0.13
cg21610839,0.74
cg21610904,0.32
cg21610915,0.9
cg21611112,0.91
cg21611145,0.04
cg21611170,0.4
cg21611187,0.06
cg21611230,0.9
cg21611262,0.81
cg21611524,0.08
cg21611708,0.91
cg21611868,0.04
cg21612046,0.05
cg21612054,0.01
cg21612207,0.01
cg21612334,0.07
cg21612617,0.93
cg21612701,0.94
cg21613099,0.9
cg21613175,0.91
cg21613324,0.1
cg21613364,0.02
cg21613389,0.79
cg21613549,0.98
cg21613905,0.07
cg21613957,0.97
cg21613963,0.83
cg21614107,0.96
cg21614201,0.91
cg21614211,0.77
cg21614231,0.92
cg21614303,0.39
cg21614339,0.07
cg21614408,0.03
cg21614420,0.02
cg21614491,0.94
cg21614638,0.07
cg21614682,0.9
cg21614690,0.51
cg21614723,0.07
cg21614759,0.07
cg21615127,0.08
cg21615171,0.91
cg21615397,0.95
cg21615567,0.1
cg21615583,0.02
cg21615615,0.91
cg21615654,0.86
cg21615663,0.93
cg21615765,0.08
cg21615831,0.89
cg21615841,0.86
cg21616031,0.88
cg21616047,0.48
cg21616051,0.92
cg21616088,0.15
cg21616089,0.83
cg21616142,0.8
cg21616161,0.96
cg21616243,0.97
cg21616405,0.89
cg21616420,0.9
cg21616542,0.05
cg21616552,0.07
cg21616627,0.84
cg21616785,0.59
cg21616824,0.12
cg21616935,0.56
cg21617058,0.07
cg21617218,0.95
cg21617353,0.98
cg21617694,0.52
cg21617762,0.02
cg21617859,0.79
cg21617870,0.95
cg21617903,0.87
cg21618017,0.12
cg21618036,0.93
cg21618040,0.08
cg21618333,0.1
cg21618439,0.01
cg21618455,0.86
cg21618501,0.94
cg21618521,0.45
cg21618620,0.18
cg21618635,0.91
cg21618695,0.88
cg21618713,0.13
cg21618733,0.06
cg21618751,0.73
cg21618929,0.04
cg21619138,0.93
cg21619224,0.94
cg21619228,0.07
cg21619325,0.43
cg21619351,0.07
cg21619524,0.93
cg21619637,0.89
cg21619639,0.11
cg21619653,0.03
cg21619775,0.96
cg21619814,0.52
cg21619886,0.89
cg21620078,0.79
cg21620087,0.99
cg21620107,0.94
cg21620356,0.97
cg21620497,0.98
cg21620524,0.82
cg21620535,0.12
cg21620540,0.32
cg21620606,0.91
cg21620608,0.01
cg21620760,0.88
cg21620778,0.01
cg21620953,0.98
cg21620968,0.94
cg21620969,0.98
cg21620979,0.75
cg21621104,0.94
cg21621114,0.43
cg21621236,0.93
cg21621248,0.1
cg21621264,0.66
cg21621482,0.45
cg21621538,0.42
cg21621697,0.89
cg21621759,0.01
cg21621782,0.89
cg21621906,0.01
cg21622002,0.94
cg21622152,0.07
cg21622181,0.95
cg21622186,0.92
cg21622202,0.88
cg21622381,0.97
cg21622464,0.87
cg21622536,0.97
cg21622709,0.82
cg21622977,0.89
cg21623445,0.51
cg21623566,0.25
cg21623671,0.07
cg21623722,0.85
cg21623748,0.01
cg21623865,0.18
cg21624165,0.77
cg21624282,0.91
cg21624342,1.0
cg21624359,0.67
cg21624407,0.03
cg21624533,0.85
cg21624739,0.09
cg21624833,0.89
cg21624883,0.09
cg21624902,0.05
cg21625007,0.9
cg21625097,0.86
cg21625271,0.86
cg21625301,0.91
cg21625330,0.07
cg21625386,0.09
cg21625464,0.08
cg21625520,0.05
cg21625563,0.09
cg21625568,0.72
cg21625570,0.86
cg21625737,0.95
cg21625817,0.92
cg21625858,0.57
cg21625881,0.61
cg21626163,0.3
cg21626253,0.06
cg21626523,0.05
cg21626540,0.73
cg21626848,0.54
cg21627017,0.93
cg21627181,0.86
cg21627218,0.95
cg21627409,0.12
cg21627412,0.33
cg21627466,0.93
cg21627574,0.07
cg21627728,0.97
cg21627775,0.8
cg21627865,0.03
cg21628000,0.07
cg21628055,0.93
cg21628164,0.09
cg21628200,0.09
cg21628553,0.92
cg21628619,0.97
cg21628773,0.03
cg21628794,0.84
cg21628927,0.99
cg21629006,0.1
cg21629166,0.99
cg21629325,0.94
cg21629500,0.06
cg21629528,0.47
cg21629640,0.88
cg21629715,0.94
cg21629895,0.8
cg21630368,0.01
cg21630370,0.87
cg21630608,0.32
cg21630651,0.01
cg21630725,0.89
cg21630790,0.88
cg21631086,0.61
cg21631150,0.91
cg21631156,0.65
cg21631428,0.62
cg21631439,0.96
cg21631443,0.8
cg21631583,0.1
cg21631753,0.97
cg21631754,0.95
cg21631878,0.06
cg21631904,0.88
cg21631918,0.67
cg21632014,0.87
cg21632079,0.9
cg21632158,0.06
cg21632536,0.95
cg21632975,0.36
cg21633026,0.64
cg21633052,0.4
cg21633059,0.34
cg21633105,0.8
cg21633134,0.15
cg21633143,0.08
cg21633208,0.06
cg21633243,0.96
cg21633449,0.85
cg21633669,0.89
cg21633795,0.02
cg21633901,0.89
cg21634100,0.9
cg21634137,0.04
cg21634218,0.47
cg21634261,0.89
cg21634283,0.44
cg21634331,0.91
cg21634365,0.04
cg21634555,0.88
cg21634628,0.86
cg21634842,0.17
cg21634933,0.07
cg21634993,0.95
cg21635203,0.11
cg21635265,0.88
cg21635307,0.24
cg21635413,0.01
cg21635706,0.94
cg21635854,0.05
cg21635858,0.96
cg21635870,0.1
cg21635917,0.03
cg21635948,0.02
cg21635953,0.06
cg21636168,0.98
cg21636400,0.01
cg21636577,0.8
cg21636683,0.86
cg21636841,0.87
cg21636911,0.37
cg21637015,0.99
cg21637033,0.07
cg21637050,0.04
cg21637097,0.01
cg21637282,0.07
cg21637321,0.05
cg21637392,0.11
cg21637653,0.93
cg21637749,0.94
cg21637761,0.81
cg21637763,0.09
cg21637826,0.71
cg21637865,0.92
cg21637884,0.01
cg21638035,0.91
cg21638063,0.01
cg21638108,0.06
cg21638161,0.08
cg21638219,0.01
cg21638242,0.92
cg21638323,0.11
cg21638374,0.12
cg21638454,0.87
cg21638518,0.01
cg21638533,0.39
cg21638625,0.71
cg21638645,0.01
cg21639178,0.03
cg21639236,0.17
cg21639273,0.01
cg21639287,0.3
cg21639387,0.02
cg21639401,0.93
cg21639410,0.02
cg21639436,0.96
cg21639613,0.96
cg21639713,0.24
cg21639988,0.01
cg21640038,0.06
cg21640187,0.14
cg21640333,0.93
cg21640526,0.27
cg21640587,0.01
cg21640603,0.85
cg21640654,0.81
cg21640749,0.8
cg21640865,0.66
cg21640994,0.41
cg21641008,0.95
cg21641458,0.81
cg21641465,0.03
cg21641512,0.85
cg21641552,0.08
cg21641573,0.71
cg21641834,0.94
cg21642054,0.92
cg21642076,0.96
cg21642176,0.03
cg21642224,0.82
cg21642245,0.1
cg21642251,0.88
cg21642632,0.93
cg21642649,0.08
cg21642716,0.93
cg21642947,0.95
cg21642963,0.07
cg21642988,0.84
cg21643045,0.85
cg21643095,0.75
cg21643122,0.76
cg21643128,0.92
cg21643178,0.15
cg21643191,0.96
cg21643217,0.85
cg21643298,0.94
cg21643503,0.5
cg21643547,0.83
cg21643731,0.96
cg21643748,0.83
cg21643841,0.95
cg21643860,0.06
cg21643871,0.05
cg21643916,0.99
cg21644009,0.92
cg21644011,0.92
cg21644077,0.95
cg21644096,0.06
cg21644334,0.99
cg21644387,0.69
cg21644468,0.85
cg21644578,0.13
cg21644628,0.93
cg21644669,0.01
cg21644689,0.95
cg21644703,0.8
cg21644740,0.55
cg21644826,0.07
cg21644914,0.82
cg21645070,0.08
cg21645075,0.93
cg21645089,0.78
cg21645113,0.87
cg21645437,0.87
cg21645554,0.44
cg21645630,0.91
cg21645752,0.9
cg21645826,0.2
cg21645848,0.13
cg21645973,0.84
cg21646025,0.89
cg21646032,0.72
cg21646082,0.78
cg21646084,0.84
cg21646199,0.15
cg21646326,0.06
cg21646392,0.86
cg21646471,0.93
cg21646520,0.93
cg21646557,0.05
cg21646955,0.05
cg21647114,0.88
cg21647170,0.2
cg21647182,0.97
cg21647189,0.05
cg21647220,0.08
cg21647227,0.16
cg21647278,0.6
cg21647375,0.01
cg21647473,0.01
cg21647532,0.89
cg21647626,0.96
cg21647780,0.01
cg21647833,0.02
cg21647932,0.93
cg21647975,0.1
cg21648012,0.93
cg21648040,0.08
cg21648121,0.91
cg21648202,0.79
cg21648245,0.17
cg21648260,0.62
cg21648324,0.96
cg21648391,0.38
cg21648401,0.71
cg21648457,0.9
cg21648823,0.86
cg21648954,0.01
cg21649005,0.92
cg21649013,0.42
cg21649051,0.04
cg21649118,0.9
cg21649205,0.95
cg21649258,0.05
cg21649277,0.03
cg21649361,0.94
cg21649442,0.11
cg21649520,0.93
cg21649569,0.03
cg21649580,0.1
cg21649604,0.33
cg21649629,0.96
cg21649660,0.99
cg21649668,0.94
cg21649713,0.7
cg21650086,0.84
cg21650193,0.92
cg21650243,0.84
cg21650295,0.93
cg21650371,0.89
cg21650422,0.01
cg21650436,0.58
cg21650510,0.99
cg21650694,0.01
cg21650737,0.73
cg21650765,0.2
cg21650861,0.58
cg21650862,0.92
cg21650866,0.5
cg21650900,0.11
cg21650962,0.1
cg21650975,0.89
cg21651328,0.14
cg21651436,0.05
cg21651795,0.81
cg21652012,0.91
cg21652107,0.09
cg21652122,0.91
cg21652344,0.01
cg21652474,0.01
cg21652531,0.2
cg21652803,0.76
cg21652832,0.06
cg21652958,0.16
cg21653105,0.65
cg21653132,0.02
cg21653149,0.94
cg21653464,0.95
cg21653474,0.71
cg21653489,0.92
cg21653581,0.01
cg21653641,0.79
cg21653826,0.09
cg21653878,0.2
cg21654314,0.05
cg21654383,0.03
cg21654404,0.03
cg21654684,0.02
cg21655201,0.91
cg21655267,0.89
cg21655280,0.01
cg21655444,0.99
cg21655693,0.06
cg21655710,0.93
cg21655830,0.52
cg21655915,0.24
cg21655923,0.87
cg21655931,0.91
cg21655969,0.23
cg21656205,0.38
cg21656251,0.87
cg21656293,0.06
cg21656520,0.02
cg21656522,0.82
cg21656600,0.06
cg21656685,0.9
cg21656726,0.02
cg21656736,0.94
cg21656748,0.02
cg21656751,0.17
cg21656824,0.02
cg21656863,0.93
cg21656925,0.91
cg21656937,0.59
cg21656945,0.93
cg21657087,0.31
cg21657265,0.12
cg21657450,0.06
cg21657490,0.98
cg21657577,0.36
cg21657704,0.81
cg21657705,0.96
cg21657780,0.1
cg21657816,0.06
cg21657876,0.06
cg21657896,0.95
cg21657955,0.09
cg21658153,0.9
cg21658225,0.93
cg21658235,0.02
cg21658267,0.92
cg21658291,0.05
cg21658333,0.12
cg21658347,0.92
cg21658372,0.9
cg21658405,0.01
cg21658515,0.92
cg21658616,0.99
cg21658670,0.48
cg21658814,0.89
cg21658839,0.96
cg21658946,0.02
cg21658968,0.69
cg21659014,0.93
cg21659397,0.99
cg21659425,0.9
cg21659431,0.88
cg21659714,0.78
cg21659774,0.01
cg21659949,0.66
cg21660130,0.94
cg21660392,0.92
cg21660424,0.1
cg21660452,0.99
cg21660531,0.01
cg21660604,0.07
cg21660687,0.07
cg21660826,0.9
cg21660861,0.92
cg21660921,0.06
cg21660960,0.03
cg21661020,0.06
cg21661022,0.5
cg21661027,0.07
cg21661031,0.89
cg21661138,0.01
cg21661347,0.24
cg21661392,0.93
cg21661549,0.19
cg21661768,0.68
cg21661815,0.86
cg21661837,0.22
cg21661864,0.98
cg21661983,0.89
cg21662160,0.03
cg21662240,0.91
cg21662263,0.12
cg21662326,0.05
cg21662506,0.17
cg21663122,0.05
cg21663219,0.61
cg21663431,0.8
cg21663536,0.83
cg21663539,0.05
cg21663580,0.01
cg21663658,0.82
cg21663666,0.97
cg21663667,0.89
cg21663668,0.96
cg21664030,0.33
cg21664281,0.55
cg21664310,0.04
cg21664351,0.92
cg21664443,0.91
cg21664504,0.2
cg21664522,0.9
cg21664636,0.8
cg21664828,0.11
cg21664866,0.91
cg21665000,0.15
cg21665057,0.09
cg21665164,0.01
cg21665744,0.85
cg21665850,0.97
cg21665905,0.87
cg21666217,0.08
cg21666367,0.16
cg21666675,0.12
cg21666768,0.99
cg21666857,0.83
cg21666889,0.07
cg21666956,0.96
cg21667061,0.62
cg21667116,0.51
cg21667215,0.61
cg21667244,0.9
cg21667248,0.06
cg21667367,0.32
cg21667751,0.91
cg21667796,0.1
cg21667836,0.22
cg21667878,0.06
cg21667939,0.91
cg21667943,0.14
cg21668166,0.98
cg21668803,0.94
cg21668880,0.15
cg21669226,0.93
cg21669272,0.03
cg21669371,0.86
cg21669441,0.24
cg21669679,0.18
cg21669966,0.96
cg21670003,0.65
cg21670199,0.24
cg21670396,0.88
cg21670405,0.94
cg21670451,0.11
cg21670708,0.92
cg21670717,0.86
cg21670983,0.74
cg21670987,0.83
cg21671020,0.05
cg21671248,0.84
cg21671277,0.94
cg21671386,0.9
cg21671476,0.37
cg21671658,0.9
cg21671806,0.12
cg21671870,0.93
cg21672276,0.13
cg21672401,0.89
cg21672550,0.8
cg21672572,0.04
cg21672705,0.02
cg21672758,0.92
cg21672829,0.84
cg21672843,0.03
cg21672855,0.94
cg21672992,0.86
cg21673010,0.09
cg21673240,0.92
cg21673646,0.02
cg21673812,0.97
cg21673873,0.77
cg21674010,0.7
cg21674153,0.13
cg21674495,0.02
cg21674704,0.27
cg21674813,0.74
cg21674835,0.82
cg21674927,0.81
cg21675030,0.08
cg21675254,0.12
cg21675424,0.48
cg21675770,0.1
cg21676440,0.96
cg21676617,0.89
cg21676780,0.93
cg21677075,0.6
cg21677976,0.19
cg21678189,0.05
cg21678312,0.05
cg21678377,0.02
cg21678388,0.11
cg21678396,0.98
cg21678445,0.03
cg21678461,0.02
cg21678478,0.91
cg21678736,0.9
cg21678795,0.03
cg21678813,0.32
cg21679142,0.83
cg21679391,0.72
cg21679402,0.9
cg21679468,0.95
cg21679509,0.16
cg21679524,0.89
cg21679674,0.01
cg21679730,0.92
cg21679810,0.07
cg21679825,0.92
cg21679970,0.94
cg21680178,0.07
cg21680222,0.02
cg21680307,0.87
cg21680327,0.26
cg21680449,0.38
cg21680474,0.91
cg21680645,0.99
cg21680717,0.1
